credit_score,avg_days_to_pay,payment_terms,num_late_payments,log_portfolio,open_invoice_count,overdue_invoice_count,weighted_delay_probability,overdue_ratio,borrower_risk_score_target
596.0,58.8,60.0,47,15.037520019413861,5,0,0.18731420000000001,0.0,22.0
463.2,85.06,48.0,75,15.199051381576908,5,3,0.6150862,0.37879167711205813,62.0
641.0,65.2,48.0,82,14.937514125049738,5,1,0.327056,0.20026050146532073,35.0
539.6,71.13999999999999,63.0,87,15.019383657319835,5,1,0.329095,0.15181518151815182,40.0
492.4,86.03999999999999,66.0,57,17.054463521466577,5,3,0.5351414,0.9354294899439369,66.0
566.8,59.98,69.0,52,15.753244659765357,5,0,0.2287862,0.0,24.0
632.2,59.519999999999996,69.0,54,14.070928444421819,5,1,0.23194900000000002,0.16731216111541442,28.0
534.6,77.5,54.0,95,15.9057685157332,5,3,0.4810322,0.9713119821936441,63.0
578.8,57.7,57.0,66,17.729451742509998,5,2,0.301295,0.06579367614180773,34.0
507.4,89.11999999999999,51.0,42,16.14988507031879,5,3,0.531566,0.8523684975297878,58.0
631.8,50.98,45.0,63,16.768178794247476,5,1,0.2778052,0.006107428094169233,28.0
603.2,65.82000000000001,51.0,43,16.903092530760258,5,1,0.23411379999999998,0.6486954935230798,35.0
707.2,39.620000000000005,78.0,30,15.829880236304868,5,2,0.165566,0.21558164354322304,21.0
497.8,74.74,57.0,73,15.154189327334391,5,3,0.5129777999999999,0.6649187205034085,59.0
572.4,60.720000000000006,63.0,50,16.418052158370536,5,1,0.3435396,0.3664246555045192,41.0
580.4,78.16,51.0,72,16.527420035802084,5,2,0.37440480000000004,0.13355027228051533,41.0
669.4,53.81999999999999,63.0,47,16.806531802024253,5,2,0.3432264,0.23244247965437556,32.0
594.4,70.34,45.0,59,15.35237799261728,5,2,0.42353959999999996,0.2281720430107527,47.0
724.8,38.5,48.0,29,15.483217567201578,5,1,0.10701400000000001,0.340188679245283,16.0
760.0,29.5,48.0,17,15.196289989778627,5,0,0.061060800000000005,0.0,11.0
577.6,67.24000000000001,45.0,57,14.994781057152865,5,3,0.6144474000000001,0.7869003690036901,63.0
592.4,58.419999999999995,63.0,81,15.826673392723784,5,0,0.18415360000000003,0.0,25.0
469.8,98.0,63.0,62,14.468877388803604,5,1,0.41496079999999996,0.0858480749219563,48.0
586.6,69.78,60.0,60,17.18899413532896,5,3,0.4303032,0.696915695681974,42.0
554.4,79.0,54.0,69,15.426547391442563,5,3,0.44459879999999996,0.29772364217252395,52.0
545.0,77.91999999999999,45.0,76,17.90596424386818,5,3,0.5536358,0.9374571251694078,59.0
611.8,57.11999999999999,57.0,46,17.453596619034947,5,1,0.3257416,0.8870301691259633,41.0
601.0,61.779999999999994,69.0,30,16.027952210538484,5,0,0.2479482,0.0,28.0
689.6,44.260000000000005,72.0,49,13.895246449343736,5,1,0.1949046,0.10249307479224377,21.0
670.6,46.44,51.0,52,14.738578671415745,5,0,0.13296960000000002,0.0,18.0
623.4,52.86,60.0,33,17.303130284837565,5,1,0.2538282,0.002201296318943378,30.0
662.6,56.56,63.0,45,16.2394280246998,5,0,0.1492554,0.0,19.0
676.4,60.339999999999996,72.0,32,14.603968372873895,5,0,0.1789228,0.0,20.0
652.8,54.379999999999995,39.0,37,16.974339136802556,5,1,0.3063256,0.6554389839867476,35.0
570.2,71.12,57.0,55,15.025366323688703,5,2,0.45701780000000003,0.04861318222487325,44.0
522.4,68.82000000000001,69.0,69,15.559129826750702,5,2,0.39786720000000003,0.3377054914305701,45.0
625.6,54.580000000000005,42.0,39,14.913789791175573,5,2,0.40779119999999996,0.347782594198066,50.0
597.8,58.2,66.0,58,15.7510818735662,5,1,0.26077259999999997,0.3331408775981524,31.0
620.8,58.779999999999994,51.0,65,16.263839751448916,5,2,0.37491280000000005,0.9445068718126026,44.0
659.2,52.4,48.0,69,15.583318977076527,5,1,0.3009222,0.027654489586889725,29.0
670.8,46.980000000000004,60.0,44,14.98084679049314,5,2,0.2695126,0.35266604303086996,30.0
558.0,79.94000000000001,66.0,67,15.11869528402643,5,2,0.4074591999999999,0.07199130671013311,42.0
558.6,74.28,60.0,99,15.744565306665976,5,2,0.36107300000000003,0.06537846869097777,40.0
422.2,102.92,57.0,114,15.184150238298338,5,3,0.5668394,0.3,54.0
648.2,53.82000000000001,54.0,43,16.981407500217884,5,2,0.3956162,0.9515816111345424,47.0
591.8,60.52,54.0,86,17.464322966886982,5,2,0.3742778,0.900934190325015,50.0
621.2,64.12,63.0,91,15.328658030295875,5,0,0.193774,0.0,28.0
668.4,44.38,63.0,43,15.727716328022323,5,0,0.11126500000000002,0.0,14.0
598.6,75.25999999999999,48.0,37,15.73272739156485,5,2,0.37448940000000003,0.11834754483975302,43.0
672.0,49.04,51.0,26,14.226295490679792,5,2,0.25278839999999997,0.45954907161803715,30.0
577.4,56.06,51.0,77,16.024334380973603,5,2,0.29372539999999997,0.07830862163646349,37.0
642.4,47.84,63.0,50,15.175461200418042,5,1,0.27906519999999996,0.33598562628336753,31.0
551.0,75.96000000000001,48.0,73,15.967040292344475,5,2,0.4851850000000001,0.4919748778785764,49.0
664.6,49.36,45.0,42,16.581515215239904,5,0,0.115171,0.0,14.0
691.2,42.4,36.0,22,16.17011877395617,5,1,0.162185,0.8560850579077274,29.0
542.0,70.8,48.0,92,13.832368658314383,5,1,0.3722846,0.13864306784660768,45.0
585.8,66.03999999999999,48.0,57,15.380996791855585,5,1,0.35601239999999995,0.1444096133751306,37.0
624.4,61.3,45.0,85,13.74830287778897,5,2,0.2354458,0.19572192513368983,31.0
553.0,67.32000000000001,48.0,52,15.765128254136393,5,2,0.460835,0.5231995445488187,48.0
672.0,46.88,51.0,37,17.555582075092037,5,1,0.1773872,0.04106790812569773,23.0
566.2,68.47999999999999,57.0,61,15.877297291631844,5,2,0.401924,0.477735368956743,45.0
697.8,50.32,42.0,55,15.881613661883412,5,0,0.12956,0.0,20.0
705.4,40.480000000000004,78.0,14,15.91242370339114,5,2,0.163323,0.654833558530893,27.0
647.6,49.58,69.0,82,14.000329826211665,5,4,0.458309,0.914380714879468,56.0
539.4,68.46,51.0,75,16.64258752467373,5,3,0.48650019999999994,0.0635061553030303,49.0
599.6,57.5,57.0,43,17.438971130203484,5,2,0.32535179999999997,0.7181252835828863,40.0
548.0,82.24,45.0,100,14.313859267752383,5,1,0.3377232,0.10145808019441069,36.0
695.0,38.879999999999995,45.0,12,18.013794641710085,5,0,0.1192464,0.0,14.0
601.2,62.52,60.0,60,16.969613210166386,5,0,0.195504,0.0,25.0
629.4,53.14,51.0,53,16.07935492659199,5,1,0.12527380000000002,0.025051975051975053,15.0
719.0,37.1,48.0,31,16.989598241874592,5,2,0.150636,0.8896465174649655,26.0
585.6,59.02,60.0,33,14.91977384959623,5,1,0.2090132,0.19688432217434537,28.0
508.2,68.67999999999999,57.0,98,15.279922929561963,5,2,0.44883179999999995,0.3583815028901734,54.0
519.2,81.11999999999999,54.0,101,15.325570247314912,5,3,0.5029277999999999,0.7287386790368898,59.0
663.0,56.11999999999999,39.0,32,16.365970916537446,5,3,0.4556068,0.6760321548427378,51.0
708.4,39.46,51.0,23,17.53937100511405,5,2,0.1897122,0.9152665121668598,31.0
540.0,77.05999999999999,69.0,76,14.758248849412999,5,2,0.49524819999999997,0.40280483054148813,52.0
668.6,58.620000000000005,45.0,27,15.122491383000398,5,1,0.2637212,0.21488497970230042,28.0
694.0,52.220000000000006,36.0,25,17.621973049958594,5,3,0.41821540000000007,0.08817319019359428,43.0
506.4,81.82,57.0,97,14.749248596523833,5,2,0.496129,0.5129716981132075,57.0
630.2,54.46,45.0,52,15.361795868431004,5,2,0.2769182,0.6391137622496804,33.0
578.2,57.4,48.0,83,15.97929336296756,5,0,0.21729120000000002,0.0,27.0
699.0,46.96,45.0,48,15.502835194069304,5,2,0.264739,0.38223866790009253,29.0
700.8,42.339999999999996,51.0,39,17.42393891477498,5,1,0.2254008,0.9560257938658285,32.0
510.6,80.5,51.0,113,15.09031482253651,5,3,0.45711120000000005,0.15231973169368362,49.0
651.6,56.779999999999994,36.0,82,14.687222664675422,5,2,0.3922164,0.3709744876620661,42.0
538.4,68.89999999999999,63.0,72,16.30896399634488,5,1,0.22036399999999995,0.3190944393951913,33.0
628.0,51.61999999999999,54.0,36,17.637105468792544,5,0,0.12097739999999998,0.0,15.0
550.0,81.7,72.0,120,16.604157221082087,5,2,0.3141168,0.6708899686327573,43.0
622.4,50.64,63.0,41,14.622879328644473,5,1,0.301864,0.18287243532560213,31.0
649.6,51.3,51.0,56,17.478405340764347,5,3,0.3218866,0.752116795812593,42.0
590.2,58.2,60.0,48,17.433189374912004,5,0,0.2203296,0.0,26.0
674.0,46.32000000000001,39.0,31,15.032498595488478,5,0,0.1086926,0.0,17.0
597.8,63.54,60.0,36,15.863719526178699,5,1,0.3186272,0.0314676296105236,34.0
522.2,78.12,60.0,110,14.980534924066745,5,2,0.4998638000000001,0.7654398003742982,59.0
555.4,76.16,39.0,44,17.993445389354367,5,2,0.5070781999999999,0.7574006224034585,56.0
565.8,83.2,72.0,62,16.81945903588048,5,1,0.3328948,0.016216216216216217,35.0
529.0,77.4,48.0,81,16.110164381428326,5,1,0.3866176,0.05856264489466788,42.0
622.2,57.379999999999995,69.0,49,15.362860490896166,5,1,0.242619,0.07959140242604809,27.0
688.2,52.3,42.0,27,14.412697897735889,5,1,0.226492,0.14859658778205834,26.0
657.8,45.44,72.0,46,15.842474024733846,5,1,0.1411366,0.6033460677117639,24.0
630.2,63.080000000000005,63.0,69,16.5406145791717,5,2,0.24953140000000001,0.8360859876785949,34.0
563.0,65.66,66.0,41,16.61959800782544,5,2,0.40359059999999997,0.786640019379845,38.0
600.0,51.48,51.0,59,16.2783420852938,5,3,0.4114312,0.33949565513716135,47.0
742.2,44.8,63.0,22,14.974277083325276,5,1,0.2368674,0.05241682360326428,26.0
617.6,60.720000000000006,57.0,70,14.882976461514442,5,2,0.2933708,0.4298486932599725,39.0
599.8,62.0,57.0,76,14.968611347572969,5,1,0.3240676,0.5432449494949495,35.0
691.2,47.94,63.0,27,18.40829435842595,5,3,0.3661518,0.9930545009061548,49.0
691.6,42.82,45.0,32,15.558255012745969,5,1,0.19455460000000002,0.025905828811482585,30.0
661.2,47.17999999999999,45.0,41,16.00861566190928,5,0,0.10338220000000001,0.0,14.0
566.8,66.36,60.0,95,15.837190695218345,5,2,0.4392182,0.18249238511455437,51.0
487.2,88.34,63.0,137,16.826476261402956,5,3,0.5024930000000001,0.05805879745900428,54.0
529.6,79.55999999999999,54.0,79,15.140727335320955,5,1,0.36111299999999996,0.22083444060589955,39.0
675.0,47.540000000000006,48.0,14,17.642977373598935,5,2,0.3769614,0.11596221651503939,39.0
684.8,44.540000000000006,75.0,35,14.762912672610595,5,0,0.13711420000000002,0.0,18.0
514.2,65.35999999999999,72.0,114,14.551717706911754,5,4,0.669411,0.9137931034482759,68.0
602.6,61.92,51.0,44,17.335675488285027,5,3,0.4814855999999999,0.9792838117786328,52.0
698.4,40.46,63.0,45,16.739800587766705,5,0,0.12906800000000002,0.0,17.0
609.6,57.04,51.0,19,16.085262597200884,5,1,0.2929404,0.35145189624883744,35.0
524.4,80.2,63.0,59,16.559249665804355,5,2,0.46584140000000007,0.6731424895464779,57.0
615.6,55.6,60.0,33,15.448665192328171,5,1,0.316809,0.4736328125,34.0
635.8,57.78000000000001,51.0,60,16.233030278192864,5,2,0.31233500000000003,0.9034587270458192,47.0
499.8,83.12,42.0,88,17.066698711027886,5,1,0.36162959999999994,0.003989001200573177,44.0
611.0,53.739999999999995,54.0,49,15.89295022222393,5,1,0.2880496,0.5452154308617234,34.0
495.2,89.26,63.0,56,14.663951051012354,5,1,0.3619516,0.2345890410958904,36.0
597.8,61.56,57.0,63,15.439245972260062,5,0,0.2312494,0.0,27.0
422.4,87.02000000000001,69.0,60,14.932617756493626,5,2,0.4386938000000001,0.09129581151832461,53.0
668.6,42.66,57.0,25,17.170838540865898,5,1,0.2606,0.0009073460129122317,27.0
549.6,75.66,69.0,95,15.877424509986165,5,1,0.30889219999999995,0.2687953186617479,40.0
593.8,69.08,63.0,81,16.769378679557207,5,1,0.31984519999999994,0.2746089676746611,36.0
526.0,72.46,60.0,61,16.872949267962188,5,3,0.5555160000000001,0.9448126733417948,63.0
680.2,49.36,63.0,29,14.366518547731806,5,0,0.12627380000000002,0.0,17.0
545.4,69.41999999999999,60.0,76,17.749295074743404,5,1,0.3111774,0.9496868884540117,49.0
658.6,53.4,57.0,33,14.725381124611914,5,2,0.2956284,0.6167471819645732,40.0
684.8,46.46,51.0,28,14.854726990407537,5,2,0.2924674,0.24442872302794483,33.0
620.0,62.260000000000005,63.0,26,16.069535565318795,5,0,0.22091220000000003,0.0,26.0
568.8,58.98,69.0,29,15.653835655423315,5,1,0.29335619999999996,0.3102131721285396,39.0
524.0,87.22,45.0,113,13.639967177343745,5,1,0.4038668,0.15852205005959474,40.0
568.2,66.28,57.0,51,16.604095714796834,5,3,0.5280312,0.9740435477918563,58.0
657.2,62.5,42.0,80,15.226253843448387,5,3,0.5070838,0.6982190778238595,53.0
479.6,82.9,48.0,79,15.025366323688703,5,3,0.5515827999999999,0.3963614673426782,56.0
705.0,41.64,48.0,14,16.435166681131793,5,1,0.12453479999999999,0.3510305148933071,20.0
687.4,39.08,36.0,16,16.081016746494395,5,0,0.0710444,0.0,12.0
643.4,51.7,60.0,54,15.788758042242423,5,1,0.1823138,0.5005560189046427,28.0
674.8,46.42,75.0,45,16.128936773057944,5,1,0.2499076,0.47858344049856566,30.0
635.6,50.28,84.0,41,15.273660588850921,5,2,0.240921,0.37761749651000465,29.0
675.6,54.779999999999994,60.0,28,15.448665192328171,5,1,0.2129708,0.078515625,25.0
636.4,56.14,48.0,67,14.945621836689119,5,1,0.35731060000000003,0.0436046511627907,35.0
552.2,70.25999999999999,60.0,16,16.068064822483112,5,2,0.35776719999999995,0.3530277544154752,39.0
637.6,59.4,54.0,23,14.492020605759476,5,1,0.2694432,0.547025927808846,32.0
537.6,64.14,42.0,55,17.195620521339656,5,1,0.3506422,0.003132021515626064,33.0
630.2,51.94000000000001,60.0,21,14.265312117647388,5,2,0.17670280000000002,0.47959183673469385,21.0
574.6,63.48,54.0,65,15.227716544473996,5,3,0.5303746,0.8258221680876979,57.0
693.4,37.1,63.0,28,16.000999991504777,5,0,0.0302326,0.0,10.0
565.4,67.98,60.0,77,16.37722399316444,5,3,0.42962360000000005,0.9759993826207748,50.0
635.2,55.56,51.0,46,15.376178516024723,5,3,0.399372,0.6686266274674506,45.0
651.8,47.440000000000005,66.0,17,15.639091800961832,5,1,0.1379882,0.04536648369389732,16.0
631.4,64.35999999999999,57.0,28,17.390437160019662,5,1,0.1944976,0.05743583996413762,22.0
535.4,77.47999999999999,51.0,67,15.537920127692747,5,3,0.4667052,0.8522686673812075,55.0
603.0,57.94,63.0,73,16.118095750958314,5,3,0.4235258,0.6967,51.0
560.4,68.58,57.0,116,15.709977175783138,5,0,0.24708760000000005,0.0,28.0
714.6,38.519999999999996,66.0,24,15.87117169898689,5,2,0.1821688,0.2031490015360983,21.0
549.0,79.47999999999999,63.0,83,17.14628551109526,5,2,0.4663798,0.6409871244635194,53.0
525.6,70.96000000000001,54.0,76,14.652758515398315,5,3,0.5656112,0.9238095238095239,67.0
527.2,88.29999999999998,57.0,107,17.399695968722817,5,3,0.5787578000000001,0.7340661781034865,62.0
672.6,46.7,51.0,67,16.471354837835396,5,1,0.2978232,0.48064901313478964,35.0
755.6,34.839999999999996,36.0,21,14.700104615977006,5,2,0.1665852,0.08340214698596202,19.0
656.2,52.779999999999994,72.0,49,15.065699072538006,5,1,0.22208259999999996,0.38212546548266974,29.0
677.0,44.28,63.0,26,14.7783035053149,5,0,0.0922032,0.0,13.0
619.8,54.04,54.0,70,16.25750979372777,5,1,0.21240019999999998,0.6781489213639527,31.0
593.6,67.76,75.0,71,15.300292092350674,5,2,0.3638724,0.08631626642501133,40.0
644.8,58.260000000000005,66.0,33,17.23248289155342,5,1,0.21641059999999998,0.002329625619319487,25.0
571.8,65.64000000000001,54.0,65,15.914754849489302,5,2,0.36903640000000004,0.896936274509804,44.0
493.0,66.96000000000001,57.0,58,15.309088808871522,5,3,0.554896,0.8394340893779475,63.0
664.4,52.42,81.0,51,15.636505314325332,5,3,0.3400474,0.7949174490126254,43.0
623.2,56.160000000000004,42.0,35,13.556741124342862,5,1,0.30871259999999995,0.07253886010362694,30.0
659.4,45.74,51.0,30,15.242467140841432,5,0,0.09676080000000001,0.0,23.0
563.6,65.25999999999999,36.0,52,17.417687705503216,5,2,0.3958248,0.03669774796880964,41.0
592.2,66.66,36.0,30,15.696958525825192,5,3,0.41660920000000007,0.15343592869114733,46.0
590.6,54.52,78.0,49,14.916786296498621,5,1,0.22805939999999997,0.09375,31.0
694.2,50.78,72.0,29,15.48641998056244,5,1,0.1679486,0.03592251269512883,19.0
508.6,89.67999999999999,72.0,61,16.003133744671715,5,2,0.4503884,0.45905317478124297,55.0
737.2,37.019999999999996,39.0,11,16.85707629562149,5,1,0.2155332,0.015092176903238132,24.0
577.4,58.339999999999996,54.0,60,15.498942336042196,5,0,0.19584179999999998,0.0,19.0
644.4,63.9,51.0,60,15.02088268278446,5,1,0.1934824,0.5865787896944278,29.0
653.6,52.4,39.0,29,16.32608503572242,5,2,0.4088782,0.2301819363222872,41.0
564.8,76.61999999999999,45.0,41,14.849762442964288,5,1,0.34139200000000003,0.04479203697120512,36.0
511.0,79.94,54.0,41,15.96738914979916,5,3,0.5104924000000001,0.2205557493314731,52.0
485.4,86.32000000000001,48.0,63,16.62437099789913,5,3,0.5674170000000001,0.8372008920499066,67.0
539.8,71.82000000000001,60.0,94,14.990775506890683,5,0,0.23615880000000003,0.0,25.0
479.8,82.96000000000001,48.0,44,15.862299896517762,5,1,0.4290826,0.10344827586206896,45.0
457.0,88.64,69.0,117,15.125194086617821,5,3,0.6174120000000001,0.9114709851551956,70.0
608.0,72.44000000000001,48.0,65,16.462110867642078,5,2,0.3899694,0.6891393733163192,49.0
669.4,37.7,69.0,22,15.6466511441469,5,0,0.0806834,0.0,13.0
572.0,63.46,72.0,72,15.502465097908548,5,3,0.402844,0.6017027577271886,46.0
578.2,64.42,54.0,67,15.073403488532016,5,2,0.36416899999999996,0.6404206935758954,45.0
559.8,57.92,63.0,77,15.008523825359857,5,2,0.40463319999999997,0.4294813466787989,48.0
705.8,48.94,60.0,41,16.965336409715256,5,1,0.24180420000000002,0.004671695525458598,25.0
650.0,52.3,69.0,38,15.742965888164262,5,2,0.2793902,0.654685681024447,37.0
534.6,68.26,45.0,80,13.827440116971353,5,2,0.4745932,0.16897233201581027,47.0
516.6,90.96000000000001,69.0,74,17.252589783672672,5,2,0.4279038,0.00726781579624389,46.0
562.2,58.7,42.0,57,15.935254078979902,5,3,0.4051616,0.5865049825909473,46.0
605.8,66.04,63.0,89,16.582835513358813,5,1,0.25407140000000006,0.137848705704951,32.0
625.4,54.02,48.0,47,14.874342323481388,5,2,0.370635,0.12313562261533126,40.0
629.0,51.379999999999995,57.0,55,16.888111322075424,5,1,0.2321524,0.04500416705250486,27.0
651.2,61.11999999999999,39.0,27,16.747130939361607,5,2,0.3957162,0.01711269858193837,39.0
539.4,82.61999999999999,63.0,60,14.91178712094771,5,1,0.2750038,0.05913798864016037,34.0
629.4,55.94,45.0,34,14.872258990117913,5,2,0.43023419999999996,0.3708724365658672,44.0
545.2,67.0,63.0,92,15.022977550498084,5,0,0.26905340000000005,0.0,33.0
573.0,59.56,57.0,42,16.148915890263197,5,2,0.3743646,0.1528168331232425,41.0
622.0,57.04,42.0,66,16.329166702009918,5,1,0.3396608,0.5765182186234817,39.0
594.0,57.85999999999999,60.0,73,15.704850506702762,5,0,0.24327320000000002,0.0,31.0
699.4,41.44,57.0,43,15.295067777282386,5,0,0.14515899999999998,0.0,21.0
643.4,56.919999999999995,66.0,39,15.24582204373536,5,3,0.4047734,0.4686602870813397,43.0
565.0,71.84,60.0,86,15.061968261417888,5,1,0.2663976,0.011500862564692352,32.0
641.0,56.56,57.0,23,16.260549705476,5,1,0.153158,0.07414794900702454,20.0
560.0,67.8,51.0,74,14.554109479211109,5,3,0.5992804,0.8146201624462494,63.0
571.0,73.53999999999999,63.0,42,13.950042325047372,5,2,0.39534579999999997,0.6153846153846154,43.0
606.8,56.779999999999994,60.0,34,15.718215070308723,5,0,0.2058402,0.0,22.0
505.0,86.72,66.0,127,15.844053595737593,5,2,0.42295560000000004,0.81428383532816,53.0
473.4,89.79999999999998,69.0,137,15.684385531707017,5,2,0.5295884,0.08131461194260145,49.0
617.6,55.35999999999999,45.0,71,17.49837196490355,5,2,0.37161679999999997,0.10513078470824949,40.0
615.6,64.72,39.0,57,16.341639202261867,5,3,0.49983260000000007,0.15273890443822472,46.0
607.8,65.97999999999999,51.0,25,15.611760098385194,5,2,0.3897546,0.8802057408329186,47.0
640.0,51.12,51.0,38,16.297161998636646,5,2,0.29891379999999995,0.8821168798595436,40.0
653.0,55.86,63.0,57,15.510759310365065,5,2,0.3196528,0.42180616740088106,40.0
704.8,49.6,57.0,13,16.604587659186784,5,1,0.1663738,0.059510635681790235,22.0
597.0,65.28,60.0,52,16.690712331285276,5,3,0.3623504,0.3665745388910824,39.0
548.0,65.02000000000001,54.0,35,15.709676333467517,5,1,0.3217278,0.08515119602828343,36.0
707.6,39.31999999999999,42.0,27,16.820499902320226,5,0,0.0969396,0.0,16.0
643.4,49.6,33.0,30,17.776095149058825,5,0,0.1789282,0.0,17.0
650.8,47.96,63.0,12,16.818367441105597,5,3,0.33881740000000005,0.1095665988184481,31.0
682.2,45.559999999999995,66.0,62,16.707492185990528,5,0,0.10672200000000001,0.0,13.0
657.8,57.260000000000005,51.0,27,17.20722986424309,5,2,0.3167062,0.8256889995625399,39.0
572.6,75.73999999999998,60.0,90,14.875035804544728,5,0,0.2632892,0.0,32.0
524.0,86.28,57.0,99,14.629547498865591,5,2,0.4702836,0.11874169251218432,43.0
764.8,30.620000000000005,60.0,11,16.030029281295935,5,3,0.0966742,0.8755050780823413,20.0
650.4,47.86,48.0,21,16.31390919681713,5,1,0.1450326,0.48392666282989394,20.0
551.0,72.16,42.0,63,16.258031578197233,5,1,0.428829,0.14814814814814814,44.0
573.0,70.38000000000001,48.0,95,15.369435971884585,5,0,0.20848919999999999,0.0,23.0
530.0,68.58,51.0,88,16.233386784403727,5,2,0.4464429999999999,0.4812867581536268,48.0
783.6,36.64,66.0,35,15.322251293791213,5,1,0.21012460000000002,0.016622340425531915,24.0
584.2,67.55999999999999,60.0,57,15.952159241463498,5,1,0.27640180000000003,0.11793176720576083,33.0
561.6,66.05999999999999,42.0,68,16.92550862224765,5,2,0.4060376,0.8767227153115383,49.0
666.2,52.04,63.0,37,15.894452099664951,5,3,0.32544340000000005,0.8814407203601801,46.0
632.4,62.58,45.0,65,16.398677652454197,5,1,0.3583868,0.7305687740765919,44.0
558.2,65.97999999999999,45.0,82,16.298164756220235,5,2,0.47175880000000003,0.49219076254906874,49.0
440.6,111.25999999999999,45.0,113,15.077658209386813,5,1,0.464827,0.12001132182281347,51.0
638.0,60.64,66.0,54,17.208675801531314,5,2,0.3358784,0.24213709677419354,39.0
698.8,47.12,51.0,33,16.757103438199206,5,2,0.36240459999999997,0.9314894964636334,41.0
679.8,52.4,63.0,22,17.426752769369322,5,1,0.27967919999999996,0.02596455203717713,28.0
609.4,65.97999999999999,45.0,129,16.183321529561614,5,1,0.391472,0.3975079632752483,43.0
698.0,41.92,78.0,18,15.526963576408303,5,0,0.07572179999999999,0.0,12.0
588.2,58.379999999999995,60.0,37,17.68974863979982,5,1,0.3214986,0.004444813691687783,34.0
574.2,63.71999999999999,63.0,54,15.287753460630919,5,1,0.29243840000000004,0.06928194540032118,34.0
600.0,50.239999999999995,42.0,11,15.03987434588264,5,1,0.2785226,0.01646090534979424,32.0
596.2,67.36,51.0,73,16.651719469647873,5,2,0.371409,0.26831270893202747,41.0
672.6,53.92,57.0,39,15.749637413029689,5,1,0.17611039999999997,0.30948250939577915,26.0
696.6,42.739999999999995,45.0,19,15.50375983566553,5,1,0.136058,0.021626617375231055,18.0
709.4,42.720000000000006,63.0,27,15.821305694029085,5,2,0.26719360000000003,0.03659849300322928,26.0
477.0,86.62,66.0,127,15.735809962360646,5,1,0.49060439999999994,0.25355415506375495,52.0
653.0,50.56,66.0,50,15.912300860828838,5,2,0.3341952,0.356019656019656,36.0
571.6,64.14,39.0,85,16.718414624070732,5,3,0.47087779999999996,0.9721292587919022,56.0
